gene	type_fine	counts	method	rpkm	TPM_hand	salmon_tpm
b2140	CDS	19	DCS109_Ecoli_NOTEX_replicate3	23.845689742418	1.53719246280212	0.528227
b2244	CDS	19	DCS109_Ecoli_NOTEX_replicate3	25.1188745117573	1.65070821390135	0.567234
b2251	CDS	19	DCS109_Ecoli_NOTEX_replicate3	53.1338074966349	6.09636556270387	2.094899
b2268	CDS	19	DCS109_Ecoli_NOTEX_replicate3	24.6258104537294	1.60622805244892	0.551949
b2301	CDS	19	DCS109_Ecoli_NOTEX_replicate3	35.0650127112886	2.71635528869843	0.933423
b2464	CDS	19	DCS109_Ecoli_NOTEX_replicate3	23.770387564284	1.53061389306117	0.525966
b2465	CDS	19	DCS109_Ecoli_NOTEX_replicate3	11.2740230584473	0.611721972084311	0.210207
b2547	CDS	19	DCS109_Ecoli_NOTEX_replicate3	14.9449822541826	0.850206290836672	0.292157
b2623	CDS	19	DCS109_Ecoli_NOTEX_replicate3	23.6212010314538	1.51762424191779	0.521502
b2681	CDS	19	DCS109_Ecoli_NOTEX_replicate3	19.1859542787339	1.15620726189211	0.397308
b2736	CDS	19	DCS109_Ecoli_NOTEX_replicate3	24.8698988833368	1.62816439914398	0.559487
b2750	CDS	19	DCS109_Ecoli_NOTEX_replicate3	37.325401960446	3.01393353661764	1.03568
b3025	CDS	19	DCS109_Ecoli_NOTEX_replicate3	34.2668712990438	2.61697643667288	0.899274
b3335	CDS	19	DCS109_Ecoli_NOTEX_replicate3	33.3557875717428	2.50691667999038	0.861454
b3421	CDS	19	DCS109_Ecoli_NOTEX_replicate3	18.4191420767291	1.09821938488831	0.377382
b3515	CDS	19	DCS109_Ecoli_NOTEX_replicate3	31.0190497061399	2.24000070779933	0.769733
b3677	CDS	19	DCS109_Ecoli_NOTEX_replicate3	50.2936930647435	5.3648016951794	1.843511
b3828	CDS	19	DCS109_Ecoli_NOTEX_replicate3	23.6955594817102	1.52409139067597	0.523725
b3830	CDS	19	DCS109_Ecoli_NOTEX_replicate3	27.7078137252391	1.89568964493972	0.651417
b3846	CDS	19	DCS109_Ecoli_NOTEX_replicate3	10.316065868465	0.553072339709217	0.190053
b3899	CDS	19	DCS109_Ecoli_NOTEX_replicate3	15.5629691151412	0.892645872741997	0.306741
b3909	CDS	19	DCS109_Ecoli_NOTEX_replicate3	22.9723989685349	1.46179882702436	0.502319
b4033	CDS	19	DCS109_Ecoli_NOTEX_replicate3	14.6255622966774	0.828540802344309	0.284712
b4050	CDS	19	DCS109_Ecoli_NOTEX_replicate3	93.3135049011151	62.1501586559245	21.356451
b4086	CDS	19	DCS109_Ecoli_NOTEX_replicate3	23.0427226388468	1.46779800141707	0.504381
b4216	CDS	19	DCS109_Ecoli_NOTEX_replicate3	40.7614949207037	3.51790275093731	1.20886
b4270	ncRNA	19	DCS109_Ecoli_NOTEX_replicate3	268.831764119879	339.115151401985	116.541815
b0062	CDS	18	DCS109_Ecoli_NOTEX_replicate3	14.2432415498373	0.811244008175992	0.278768
b0249	CDS	18	DCS109_Ecoli_NOTEX_replicate3	89.5119196981407	62.1097850571012	21.342939
b0295	CDS	18	DCS109_Ecoli_NOTEX_replicate3	94.2438273473817	76.084486694949	26.145929
b0297	CDS	18	DCS109_Ecoli_NOTEX_replicate3	24.1187697946512	1.59324254270301	0.547487
b0454	CDS	18	DCS109_Ecoli_NOTEX_replicate3	54.9957552901173	7.26063387317513	2.494977
b0514	CDS	18	DCS109_Ecoli_NOTEX_replicate3	18.6841474304416	1.13447404268361	0.38984
b0571	CDS	18	DCS109_Ecoli_NOTEX_replicate3	31.3226190451766	2.34213995908875	0.804831
b0579	CDS	18	DCS109_Ecoli_NOTEX_replicate3	58.1341000213469	8.54192220373545	2.935265
b0596	CDS	18	DCS109_Ecoli_NOTEX_replicate3	28.677411270584	2.04524897835919	0.702811
b0776	CDS	18	DCS109_Ecoli_NOTEX_replicate3	18.538430509407	1.12319198038068	0.385963
b0832	CDS	18	DCS109_Ecoli_NOTEX_replicate3	23.4833686145507	1.53548148375305	0.527639
b0837	CDS	18	DCS109_Ecoli_NOTEX_replicate3	19.1868599173593	1.17377452915071	0.403345
b1168	CDS	18	DCS109_Ecoli_NOTEX_replicate3	14.0468475429124	0.797871854195069	0.274173
b1181	CDS	18	DCS109_Ecoli_NOTEX_replicate3	46.4063965463246	4.79475821813452	1.647627
b1184	CDS	18	DCS109_Ecoli_NOTEX_replicate3	16.8717261891606	0.997535566481372	0.342784
b1261	CDS	18	DCS109_Ecoli_NOTEX_replicate3	17.9323963184037	1.07678892186919	0.370018
b1374	CDS	18	DCS109_Ecoli_NOTEX_replicate3	36.2599132336536	2.98090540247659	1.024331
b1414	CDS	18	DCS109_Ecoli_NOTEX_replicate3	26.7416860098196	1.84480715470874	0.633933
b1452	CDS	18	DCS109_Ecoli_NOTEX_replicate3	20.1633824767725	1.25183342640951	0.430169
b1560	CDS	18	DCS109_Ecoli_NOTEX_replicate3	20.3940408082513	1.27061092780565	0.436621
b1644	CDS	18	DCS109_Ecoli_NOTEX_replicate3	24.9630674537405	1.6718564839548	0.574501
b1702	CDS	18	DCS109_Ecoli_NOTEX_replicate3	8.99636198816469	0.47744891603782	0.164066
b1706	CDS	18	DCS109_Ecoli_NOTEX_replicate3	14.8978752143841	0.856351088664295	0.294269
b1723	CDS	18	DCS109_Ecoli_NOTEX_replicate3	23.028362548822	1.4948363856537	0.513672
b1734	CDS	18	DCS109_Ecoli_NOTEX_replicate3	15.8234828460471	0.92156730937853	0.316679
b1769	CDS	18	DCS109_Ecoli_NOTEX_replicate3	15.7535705507037	0.91658137262806	0.314966
b1836	CDS	18	DCS109_Ecoli_NOTEX_replicate3	90.6497830841341	65.4490208128593	22.490663
b1875	CDS	18	DCS109_Ecoli_NOTEX_replicate3	37.7974360562821	3.206589092254	1.101883
b2001	CDS	18	DCS109_Ecoli_NOTEX_replicate3	13.9643268980781	0.792274935498455	0.27225
b2043	CDS	18	DCS109_Ecoli_NOTEX_replicate3	15.3467351562809	0.887763093663335	0.305063
b2097	CDS	18	DCS109_Ecoli_NOTEX_replicate3	20.3358828972012	1.26586393803801	0.43499
b2105	CDS	18	DCS109_Ecoli_NOTEX_replicate3	78.6520176759399	33.0457978623055	11.355624
b2128	CDS	18	DCS109_Ecoli_NOTEX_replicate3	29.2658670422102	2.10889780548655	0.724682
b2439	CDS	18	DCS109_Ecoli_NOTEX_replicate3	32.4633517569888	2.47924083474273	0.851943
b2723	CDS	18	DCS109_Ecoli_NOTEX_replicate3	11.7159632025496	0.64457117453679	0.221494
b2788	CDS	18	DCS109_Ecoli_NOTEX_replicate3	15.9651856775042	0.931703705082052	0.320162
b2802	CDS	18	DCS109_Ecoli_NOTEX_replicate3	12.0525908776651	0.666113199373865	0.228897
b2824	CDS	18	DCS109_Ecoli_NOTEX_replicate3	52.5635105844119	6.4334730521805	2.210739
b2859	CDS	18	DCS109_Ecoli_NOTEX_replicate3	53.7521326830544	6.82207209560079	2.344274
b2975	CDS	18	DCS109_Ecoli_NOTEX_replicate3	12.7189945349915	0.709343155788219	0.243752
b2979	CDS	18	DCS109_Ecoli_NOTEX_replicate3	14.2717470365948	0.813190993795615	0.279437
b2980	CDS	18	DCS109_Ecoli_NOTEX_replicate3	28.0017654553084	1.97376454804761	0.678246
b3050	CDS	18	DCS109_Ecoli_NOTEX_replicate3	34.0116833193253	2.67497037432768	0.919202
b4471	CDS	18	DCS109_Ecoli_NOTEX_replicate3	15.6842733195423	0.911649096183424	0.313271
b3113	CDS	18	DCS109_Ecoli_NOTEX_replicate3	54.9957552901173	7.26063387317513	2.494977
b3262	CDS	18	DCS109_Ecoli_NOTEX_replicate3	24.2006208233661	1.60076967282601	0.550074
b4650	CDS	18	DCS109_Ecoli_NOTEX_replicate3	85.2324653699428	49.8620986090709	17.134366
b3604	CDS	18	DCS109_Ecoli_NOTEX_replicate3	27.5687484637315	1.92882114277897	0.662802
b3690	CDS	18	DCS109_Ecoli_NOTEX_replicate3	20.1065308344508	1.24722545060677	0.428585
b3856	CDS	18	DCS109_Ecoli_NOTEX_replicate3	40.594589768227	3.65643432462057	1.256463
b3944	CDS	18	DCS109_Ecoli_NOTEX_replicate3	34.6731747291015	2.76219766914271	0.949176
b3991	CDS	18	DCS109_Ecoli_NOTEX_replicate3	27.783569880332	1.95103405421213	0.670435
b4029	CDS	18	DCS109_Ecoli_NOTEX_replicate3	10.2067503854273	0.550345826878461	0.189116
b4157	CDS	18	DCS109_Ecoli_NOTEX_replicate3	68.1316841014511	15.5607241173921	5.347163
b4183	CDS	18	DCS109_Ecoli_NOTEX_replicate3	32.4633517569888	2.47924083474273	0.851943
b4204	CDS	18	DCS109_Ecoli_NOTEX_replicate3	26.9437642416318	1.86511695824682	0.640912
b4211	CDS	18	DCS109_Ecoli_NOTEX_replicate3	24.8759869858787	1.66364769598121	0.571681
b4212	CDS	18	DCS109_Ecoli_NOTEX_replicate3	56.2982863364622	7.75945604766808	2.666388
b4292	CDS	18	DCS109_Ecoli_NOTEX_replicate3	22.4484247721465	1.4438760543246	0.49616
b4311	CDS	18	DCS109_Ecoli_NOTEX_replicate3	29.8789787819213	2.17663542236514	0.747959
b4363	CDS	18	DCS109_Ecoli_NOTEX_replicate3	45.2290672470521	4.53789617073446	1.559361
b4367	CDS	18	DCS109_Ecoli_NOTEX_replicate3	27.1489198069234	1.88587892809744	0.648046
b0069	CDS	17	DCS109_Ecoli_NOTEX_replicate3	12.2083561508407	0.682800245699258	0.234631
b0245	CDS	17	DCS109_Ecoli_NOTEX_replicate3	59.2516992071596	10.4337214621421	3.585363
b0248	CDS	17	DCS109_Ecoli_NOTEX_replicate3	44.1153480996538	4.59338347106773	1.578428
b0278	CDS	17	DCS109_Ecoli_NOTEX_replicate3	28.9467470338703	2.13812281838119	0.734725
b0294	CDS	17	DCS109_Ecoli_NOTEX_replicate3	34.2454736095618	2.81529954678345	0.967424
b0296	CDS	17	DCS109_Ecoli_NOTEX_replicate3	76.8244465005378	37.3184507464784	12.823875
b0479	CDS	17	DCS109_Ecoli_NOTEX_replicate3	16.5613355980667	0.988689130229821	0.339744
b0618	CDS	17	DCS109_Ecoli_NOTEX_replicate3	19.0971922775439	1.18667137880489	0.407777
b0730	CDS	17	DCS109_Ecoli_NOTEX_replicate3	27.9845282959023	2.02963455698342	0.697445
b0777	CDS	17	DCS109_Ecoli_NOTEX_replicate3	26.7613634829688	1.8972670858758	0.651959
b0801	CDS	17	DCS109_Ecoli_NOTEX_replicate3	18.6219626079645	1.14834586776693	0.394607
b0956	CDS	17	DCS109_Ecoli_NOTEX_replicate3	44.7009500655784	4.72914849976924	1.625081
b1054	CDS	17	DCS109_Ecoli_NOTEX_replicate3	21.9617711191755	1.43072599918503	0.491642
b1252	CDS	17	DCS109_Ecoli_NOTEX_replicate3	28.1012926698768	2.04258967117693	0.701897
b1287	CDS	17	DCS109_Ecoli_NOTEX_replicate3	17.9279764238167	1.09341360529972	0.375731
b1295	CDS	17	DCS109_Ecoli_NOTEX_replicate3	82.4686915495569	52.6613903155873	18.095729
b1383	CDS	17	DCS109_Ecoli_NOTEX_replicate3	61.9780043854032	12.4544919106037	4.27976
b1412	CDS	17	DCS109_Ecoli_NOTEX_replicate3	33.3964122803991	2.69667737486842	0.926661
b1428	CDS	17	DCS109_Ecoli_NOTEX_replicate3	20.6171728873892	1.31329294863633	0.451288
b1483	CDS	17	DCS109_Ecoli_NOTEX_replicate3	21.8194702263946	1.41804600510067	0.487284
b1511	CDS	17	DCS109_Ecoli_NOTEX_replicate3	12.6914757723878	0.714830339131166	0.245638
b1537	CDS	17	DCS109_Ecoli_NOTEX_replicate3	39.005462219385	3.56883697194482	1.226362
b1728	CDS	17	DCS109_Ecoli_NOTEX_replicate3	34.2454736095618	2.81529954678345	0.967424
b2021	CDS	17	DCS109_Ecoli_NOTEX_replicate3	18.8830181585434	1.16932660834733	0.401817
b2103	CDS	17	DCS109_Ecoli_NOTEX_replicate3	25.2560367870518	1.74231786833604	0.598714
b2154	CDS	17	DCS109_Ecoli_NOTEX_replicate3	24.168456255552	1.6354636208742	0.561996
b2164	CDS	17	DCS109_Ecoli_NOTEX_replicate3	16.1638635437131	0.95905808736579	0.329562
b2184	CDS	17	DCS109_Ecoli_NOTEX_replicate3	11.4800167213872	0.635352180974954	0.218327
b4543	CDS	17	DCS109_Ecoli_NOTEX_replicate3	109.215294214278	128.173183638606	44.0441
b2364	CDS	17	DCS109_Ecoli_NOTEX_replicate3	21.6094432402582	1.39944190299294	0.480891
b2544	CDS	17	DCS109_Ecoli_NOTEX_replicate3	23.1706759514237	1.54095849992481	0.529521
b2635	CDS	17	DCS109_Ecoli_NOTEX_replicate3	85.6136840239044	61.8129641010338	21.241182
b2732	CDS	17	DCS109_Ecoli_NOTEX_replicate3	57.2374771377944	9.23075657634619	3.171984
b2758	CDS	17	DCS109_Ecoli_NOTEX_replicate3	18.5195503479757	1.1401628805857	0.391795
b2842	CDS	17	DCS109_Ecoli_NOTEX_replicate3	26.5503671874395	1.8750334872132	0.644319
b2843	CDS	17	DCS109_Ecoli_NOTEX_replicate3	24.168456255552	1.6354636208742	0.561996
b2844	CDS	17	DCS109_Ecoli_NOTEX_replicate3	17.1082382977489	1.0300613148639	0.353961
b4464	CDS	17	DCS109_Ecoli_NOTEX_replicate3	14.7804165542366	0.858691543339138	0.295073
b2886	CDS	17	DCS109_Ecoli_NOTEX_replicate3	41.4033389951669	4.01680813997137	1.380299
b2971	CDS	17	DCS109_Ecoli_NOTEX_replicate3	49.2800717796133	5.96283941275252	2.049015
b3010	CDS	17	DCS109_Ecoli_NOTEX_replicate3	21.1347588176166	1.35787432171592	0.466607
b3049	CDS	17	DCS109_Ecoli_NOTEX_replicate3	101.024147148207	106.526536335237	36.604793
b3086	CDS	17	DCS109_Ecoli_NOTEX_replicate3	29.1977303896553	2.16708159244505	0.744676
b3104	CDS	17	DCS109_Ecoli_NOTEX_replicate3	56.7551388473074	8.97203900387058	3.08307
b3225	CDS	17	DCS109_Ecoli_NOTEX_replicate3	22.6257888349848	1.49070985318813	0.512254
b3241	CDS	17	DCS109_Ecoli_NOTEX_replicate3	21.67900153395	1.40558879275718	0.483004
b3268	CDS	17	DCS109_Ecoli_NOTEX_replicate3	19.7312787398842	1.23873180058472	0.425666
b3370	CDS	17	DCS109_Ecoli_NOTEX_replicate3	15.1120638965157	0.882368699865033	0.303209
b3457	CDS	17	DCS109_Ecoli_NOTEX_replicate3	21.8194702263946	1.41804600510067	0.487284
b4452	ncRNA	17	DCS109_Ecoli_NOTEX_replicate3	194.277206054245	265.344705763725	91.17727
b3602	CDS	17	DCS109_Ecoli_NOTEX_replicate3	55.814445938236	8.49572695091289	2.919385
b3657	CDS	17	DCS109_Ecoli_NOTEX_replicate3	14.6199923514048	0.847323164565893	0.291166
b3716	CDS	17	DCS109_Ecoli_NOTEX_replicate3	43.2651593782472	4.40374837363833	1.513264
b3766	CDS	17	DCS109_Ecoli_NOTEX_replicate3	206.171728873892	276.582294858299	95.050954
b3801	CDS	17	DCS109_Ecoli_NOTEX_replicate3	12.2083561508407	0.682800245699258	0.234631
b4301	CDS	17	DCS109_Ecoli_NOTEX_replicate3	31.9696668190529	2.50657218133983	0.861335
b4336	CDS	17	DCS109_Ecoli_NOTEX_replicate3	15.7850229919074	0.931151450488027	0.319972
b0011	CDS	16	DCS109_Ecoli_NOTEX_replicate3	26.6708415868545	1.94729644108145	0.669151
b0037	CDS	16	DCS109_Ecoli_NOTEX_replicate3	12.2448873479892	0.692903028114873	0.238103
b0152	CDS	16	DCS109_Ecoli_NOTEX_replicate3	21.3666405072216	1.40958743940998	0.484378
b0251	CDS	16	DCS109_Ecoli_NOTEX_replicate3	42.9262077910321	4.65745128176183	1.600444
b0279	CDS	16	DCS109_Ecoli_NOTEX_replicate3	22.267341980594	1.49346371679635	0.5132
b0304	CDS	16	DCS109_Ecoli_NOTEX_replicate3	14.3519321142847	0.839726346339957	0.288556
b0804	CDS	16	DCS109_Ecoli_NOTEX_replicate3	28.0890842709413	2.11108773051821	0.725435
b0899	CDS	16	DCS109_Ecoli_NOTEX_replicate3	13.298118917082	0.76506820377798	0.262901
b0998	CDS	16	DCS109_Ecoli_NOTEX_replicate3	31.7467613546365	2.58155871046227	0.887103
b1065	CDS	16	DCS109_Ecoli_NOTEX_replicate3	15.7419785193934	0.942174711847543	0.32376
b1135	CDS	16	DCS109_Ecoli_NOTEX_replicate3	29.1214549026451	2.23649888282622	0.76853
b1140	CDS	16	DCS109_Ecoli_NOTEX_replicate3	16.8733895753569	1.02909515792915	0.353629
b1172	CDS	16	DCS109_Ecoli_NOTEX_replicate3	55.2799710797303	9.51030501607033	3.268042
b1197	CDS	16	DCS109_Ecoli_NOTEX_replicate3	11.2058397474527	0.623995544655935	0.214424
b4573	CDS	16	DCS109_Ecoli_NOTEX_replicate3	21.2235603252536	1.39651553116197	0.479886
b1260	CDS	16	DCS109_Ecoli_NOTEX_replicate3	23.5934367883713	1.62216436025457	0.557426
b1337	CDS	16	DCS109_Ecoli_NOTEX_replicate3	13.1600761601573	0.755472866774075	0.259604
b1463	CDS	16	DCS109_Ecoli_NOTEX_replicate3	22.5045089366003	1.51601602124462	0.52095
b1468	CDS	16	DCS109_Ecoli_NOTEX_replicate3	5.08457488006076	0.258821411819477	0.088939
b1478	CDS	16	DCS109_Ecoli_NOTEX_replicate3	18.8280297538884	1.1873134673611	0.407997
b1480	CDS	16	DCS109_Ecoli_NOTEX_replicate3	138.805182857133	193.769150474329	66.590285
b1520	CDS	16	DCS109_Ecoli_NOTEX_replicate3	20.8055908658941	1.35871511076962	0.466896
b1612	CDS	16	DCS109_Ecoli_NOTEX_replicate3	11.5530437736496	0.646775625384248	0.222252
b1643	CDS	16	DCS109_Ecoli_NOTEX_replicate3	80.5775849636747	58.1769073892083	19.991701
b1731	CDS	16	DCS109_Ecoli_NOTEX_replicate3	78.579793600939	52.3369757102522	17.98438
b2013	CDS	16	DCS109_Ecoli_NOTEX_replicate3	17.9738280259237	1.11686718005166	0.38379
b2023	CDS	16	DCS109_Ecoli_NOTEX_replicate3	32.2310339854699	2.64969369109031	0.910516
b2024	CDS	16	DCS109_Ecoli_NOTEX_replicate3	25.8023202868755	1.85152776365122	0.636242
b2166	CDS	16	DCS109_Ecoli_NOTEX_replicate3	20.2086185456187	1.30570165991589	0.448679
b2267	CDS	16	DCS109_Ecoli_NOTEX_replicate3	41.2501302633996	4.26200730500846	1.464557
b2428	CDS	16	DCS109_Ecoli_NOTEX_replicate3	21.2235603252536	1.39651553116197	0.479886
b2482	CDS	16	DCS109_Ecoli_NOTEX_replicate3	9.42334492142083	0.510766279627922	0.175515
b2634	CDS	16	DCS109_Ecoli_NOTEX_replicate3	27.1274037823498	1.99899457668539	0.686916
b2803	CDS	16	DCS109_Ecoli_NOTEX_replicate3	13.410655889582	0.772921769599482	0.2656
b2831	CDS	16	DCS109_Ecoli_NOTEX_replicate3	27.5998694505475	2.05351261059499	0.70565
b3088	CDS	16	DCS109_Ecoli_NOTEX_replicate3	19.7060207786811	1.26193512382932	0.43364
b3125	CDS	16	DCS109_Ecoli_NOTEX_replicate3	21.5116629541032	1.42290637584534	0.488954
b3265	CDS	16	DCS109_Ecoli_NOTEX_replicate3	16.4358773132474	0.995094216587879	0.341945
b3378	CDS	16	DCS109_Ecoli_NOTEX_replicate3	53.8705667179242	8.68777089538465	2.985397
b3561	CDS	16	DCS109_Ecoli_NOTEX_replicate3	19.1118693984193	1.21118706254932	0.416201
b3589	CDS	16	DCS109_Ecoli_NOTEX_replicate3	16.5215552140984	1.00171346858292	0.34422
b3659	CDS	16	DCS109_Ecoli_NOTEX_replicate3	16.0610726785703	0.966358875574111	0.332071
b3686	CDS	16	DCS109_Ecoli_NOTEX_replicate3	44.4306309612786	5.04774049531729	1.734559
b4477	CDS	16	DCS109_Ecoli_NOTEX_replicate3	30.8205997592014	2.45528681701575	0.843712
b3877	CDS	16	DCS109_Ecoli_NOTEX_replicate3	13.7301877627633	0.795374602695241	0.273315
b3903	CDS	16	DCS109_Ecoli_NOTEX_replicate3	15.1042971020073	0.894599553130489	0.307412
b3959	CDS	16	DCS109_Ecoli_NOTEX_replicate3	24.5055541899836	1.7145076824702	0.589158
b4034	CDS	16	DCS109_Ecoli_NOTEX_replicate3	15.980092480191	0.960197182424861	0.329953
b4036	CDS	16	DCS109_Ecoli_NOTEX_replicate3	14.1912761577815	0.828181071184046	0.284589
b4076	CDS	16	DCS109_Ecoli_NOTEX_replicate3	31.9065604889719	2.60387766184955	0.894773
b4095	CDS	16	DCS109_Ecoli_NOTEX_replicate3	16.7397095523127	1.01865338067846	0.350041
b4114	CDS	16	DCS109_Ecoli_NOTEX_replicate3	11.5741388018425	0.648167538494831	0.22273
b4132	CDS	16	DCS109_Ecoli_NOTEX_replicate3	14.2551049860774	0.832760874342667	0.286162
b4307	CDS	16	DCS109_Ecoli_NOTEX_replicate3	34.8923120209674	3.05251874547903	1.048939
b4313	CDS	16	DCS109_Ecoli_NOTEX_replicate3	31.9065604889719	2.60387766184955	0.894773
b4319	CDS	16	DCS109_Ecoli_NOTEX_replicate3	37.8057853905114	3.55726593961336	1.222386
b4347	CDS	16	DCS109_Ecoli_NOTEX_replicate3	55.7663051361503	9.81997314083962	3.374459
b0035	CDS	15	DCS109_Ecoli_NOTEX_replicate3	30.216594361378	2.48408783539716	0.853609
b0064	CDS	15	DCS109_Ecoli_NOTEX_replicate3	20.3050007667574	1.34669944653487	0.462767
b0310	CDS	15	DCS109_Ecoli_NOTEX_replicate3	26.6883093910375	2.02165620971463	0.694703
b0343	CDS	15	DCS109_Ecoli_NOTEX_replicate3	14.2280851342482	0.843699155249434	0.289921
b0344	CDS	15	DCS109_Ecoli_NOTEX_replicate3	5.79954153325082	0.299849186502808	0.103037
b0352	CDS	15	DCS109_Ecoli_NOTEX_replicate3	17.5990036260741	1.10873553909742	0.380996
b0532	CDS	15	DCS109_Ecoli_NOTEX_replicate3	6.84893994360854	0.359844499520149	0.123654
b0546	CDS	15	DCS109_Ecoli_NOTEX_replicate3	22.3686206690251	1.54575538662488	0.531169
b0566	CDS	15	DCS109_Ecoli_NOTEX_replicate3	23.4267945771525	1.65444131224694	0.568517
b0595	CDS	15	DCS109_Ecoli_NOTEX_replicate3	20.8025562114504	1.393213736629	0.478751
b0600	CDS	15	DCS109_Ecoli_NOTEX_replicate3	15.3687850631147	0.929828706773251	0.319518
b0693	CDS	15	DCS109_Ecoli_NOTEX_replicate3	8.11091477398227	0.434619780333726	0.149349
b0696	CDS	15	DCS109_Ecoli_NOTEX_replicate3	31.1674662119109	2.62251997483106	0.901179
b0821	CDS	15	DCS109_Ecoli_NOTEX_replicate3	14.0931151566901	0.833734204596882	0.286497
b0937	CDS	15	DCS109_Ecoli_NOTEX_replicate3	31.0048533447183	2.59838635543077	0.892886
b0964	CDS	15	DCS109_Ecoli_NOTEX_replicate3	26.9301973915605	2.05102651784608	0.704796
b1142	CDS	15	DCS109_Ecoli_NOTEX_replicate3	57.3240857659583	13.5659895240376	4.661691
b1144	CDS	15	DCS109_Ecoli_NOTEX_replicate3	57.8824372506917	14.2145581935567	4.88452
b1204	CDS	15	DCS109_Ecoli_NOTEX_replicate3	30.5270388239949	2.52857896080726	0.868898
b1263	CDS	15	DCS109_Ecoli_NOTEX_replicate3	11.1772982277198	0.629326858744749	0.216256
b1306	CDS	15	DCS109_Ecoli_NOTEX_replicate3	49.6595840479472	7.70060228425589	2.646174
b1316	CDS	15	DCS109_Ecoli_NOTEX_replicate3	7.8640452903454	0.419759143642434	0.144242
b1439	CDS	15	DCS109_Ecoli_NOTEX_replicate3	12.6797942199239	0.732129604036674	0.251582
b1525	CDS	15	DCS109_Ecoli_NOTEX_replicate3	12.844229591652	0.743699694355076	0.255558
b1600	CDS	15	DCS109_Ecoli_NOTEX_replicate3	48.8432621183919	7.30236165405545	2.509312
b1797	CDS	15	DCS109_Ecoli_NOTEX_replicate3	49.6595840479472	7.70060228425589	2.646174
b4460	CDS	15	DCS109_Ecoli_NOTEX_replicate3	18.0809236036643	1.14935407309421	0.394953
b4537	CDS	15	DCS109_Ecoli_NOTEX_replicate3	71.0270544749523	41.5517488408924	14.278639
b1969	CDS	15	DCS109_Ecoli_NOTEX_replicate3	26.5689875904814	2.00728424613846	0.689765
b2074	CDS	15	DCS109_Ecoli_NOTEX_replicate3	14.2965442447578	0.848771494860152	0.291664
b2120	CDS	15	DCS109_Ecoli_NOTEX_replicate3	7.82263741694297	0.417277808803168	0.14339
b2161	CDS	15	DCS109_Ecoli_NOTEX_replicate3	14.2622325385704	0.846227724146286	0.29079
b2210	CDS	15	DCS109_Ecoli_NOTEX_replicate3	10.8309785377965	0.606352148797732	0.208361
b2225	CDS	15	DCS109_Ecoli_NOTEX_replicate3	22.9739570531096	1.60735095231581	0.552335
b2440	CDS	15	DCS109_Ecoli_NOTEX_replicate3	20.098974828876	1.32770211891917	0.456239
b2447	CDS	15	DCS109_Ecoli_NOTEX_replicate3	30.0637279480827	2.46242427869312	0.846165
b2577	CDS	15	DCS109_Ecoli_NOTEX_replicate3	20.2358577448502	1.34030688587094	0.460571
b2637	CDS	15	DCS109_Ecoli_NOTEX_replicate3	38.1751406278652	3.88566032968088	1.335233
b2706	CDS	15	DCS109_Ecoli_NOTEX_replicate3	49.6595840479472	7.70060228425589	2.646174
b2871	CDS	15	DCS109_Ecoli_NOTEX_replicate3	14.906179492653	0.894481469768144	0.307371
b3135	CDS	15	DCS109_Ecoli_NOTEX_replicate3	35.4429238036044	3.33493681838753	1.145987
b4569	CDS	15	DCS109_Ecoli_NOTEX_replicate3	48.1832180357109	2.86173632388659	0.983381
b4569	CDS	15	DCS109_Ecoli_NOTEX_replicate3	102.458567087431	2.86173632388659	0.983381
b3326	CDS	15	DCS109_Ecoli_NOTEX_replicate3	12.0376709474767	0.687560025868857	0.236267
b3332	CDS	15	DCS109_Ecoli_NOTEX_replicate3	18.1361044488434	1.15405170554555	0.396568
b3351	CDS	15	DCS109_Ecoli_NOTEX_replicate3	32.1801275689766	2.77729164547683	0.954363
b3377	CDS	15	DCS109_Ecoli_NOTEX_replicate3	13.6716186144272	0.802913698455386	0.275906
b3453	CDS	15	DCS109_Ecoli_NOTEX_replicate3	13.546953399098	0.793883741209402	0.272803
b4660	CDS	15	DCS109_Ecoli_NOTEX_replicate3	11.1007413905436	0.624225461953155	0.214503
b3503	CDS	15	DCS109_Ecoli_NOTEX_replicate3	41.9477427605013	4.812920181082	1.653868
b3523	CDS	15	DCS109_Ecoli_NOTEX_replicate3	13.4854694956226	0.789444503141129	0.271277
b3578	CDS	15	DCS109_Ecoli_NOTEX_replicate3	13.9606818114433	0.824001898706646	0.283152
b3691	CDS	15	DCS109_Ecoli_NOTEX_replicate3	13.7985995922701	0.812151439952476	0.27908
b3709	CDS	15	DCS109_Ecoli_NOTEX_replicate3	14.2965442447578	0.848771494860152	0.291664
b3876	CDS	15	DCS109_Ecoli_NOTEX_replicate3	12.7069071084911	0.734032887236076	0.252236
b3904	CDS	15	DCS109_Ecoli_NOTEX_replicate3	12.136004542691	0.694322911369207	0.238591
b4080	CDS	15	DCS109_Ecoli_NOTEX_replicate3	12.160839476953	0.696034471545137	0.239179
b4197	CDS	15	DCS109_Ecoli_NOTEX_replicate3	20.8756331068068	1.40012223449658	0.481125
b4244	CDS	15	DCS109_Ecoli_NOTEX_replicate3	38.6719971219372	3.99563184844543	1.373022
b4293	CDS	15	DCS109_Ecoli_NOTEX_replicate3	34.2184082019444	3.11424247011188	1.07015
b4624	ncRNA	15	DCS109_Ecoli_NOTEX_replicate3	200.312254755203	259.202555651907	89.074175
